ngram,category,total_count,error_count,error_rate
ott,neutral,4,1,0.25
ida,neutral,4,1,0.25
nve,german-dominant,4,1,0.25
ece,english-dominant,16,4,0.25
uke,english-dominant,4,1,0.25
age,neutral,29,7,0.2414
tra,neutral,29,7,0.2414
wil,english-dominant,25,6,0.24
eli,neutral,21,5,0.2381
ble,neutral,42,10,0.2381
all,neutral,63,15,0.2381
exp,neutral,21,5,0.2381
she,english-dominant,42,10,0.2381
emp,neutral,17,4,0.2353
ass,neutral,17,4,0.2353
eop,english-dominant,17,4,0.2353
win,neutral,13,3,0.2308
tat,neutral,13,3,0.2308
nsi,neutral,13,3,0.2308
nst,neutral,13,3,0.2308
tre,neutral,13,3,0.2308
bed,neutral,13,3,0.2308
den,german-dominant,22,5,0.2273
med,neutral,22,5,0.2273
ral,neutral,22,5,0.2273
ula,neutral,18,4,0.2222
los,neutral,9,2,0.2222
qua,neutral,9,2,0.2222
may,english-dominant,9,2,0.2222
tac,english-dominant,9,2,0.2222
suc,neutral,9,2,0.2222
bef,neutral,9,2,0.2222
wea,english-dominant,9,2,0.2222
pon,english-dominant,9,2,0.2222
aid,english-dominant,18,4,0.2222
sts,neutral,9,2,0.2222
mov,english-dominant,9,2,0.2222
ank,neutral,9,2,0.2222
ena,german-dominant,9,2,0.2222
dge,neutral,9,2,0.2222
eig,german-dominant,9,2,0.2222
mis,neutral,9,2,0.2222
ays,english-dominant,9,2,0.2222
mad,english-dominant,9,2,0.2222
bec,english-dominant,9,2,0.2222
eni,german-dominant,9,2,0.2222
obl,neutral,9,2,0.2222
cho,neutral,9,2,0.2222
nts,neutral,18,4,0.2222
pin,english-dominant,14,3,0.2143
nit,neutral,14,3,0.2143
ild,neutral,14,3,0.2143
owe,english-dominant,14,3,0.2143
how,english-dominant,19,4,0.2105
las,neutral,24,5,0.2083
end,german-dominant,24,5,0.2083
cal,english-dominant,29,6,0.2069
wer,neutral,34,7,0.2059
han,neutral,39,8,0.2051
xpe,neutral,10,2,0.2
neg,neutral,5,1,0.2
sat,neutral,10,2,0.2
gen,german-dominant,10,2,0.2
net,neutral,5,1,0.2
cov,english-dominant,5,1,0.2
ize,neutral,5,1,0.2
blo,english-dominant,10,2,0.2
eal,neutral,25,5,0.2
eth,english-dominant,20,4,0.2
bod,neutral,5,1,0.2
elp,english-dominant,5,1,0.2
ady,english-dominant,5,1,0.2
xpl,english-dominant,5,1,0.2
sco,english-dominant,5,1,0.2
lot,english-dominant,5,1,0.2
isi,neutral,10,2,0.2
gla,neutral,5,1,0.2
ssu,neutral,5,1,0.2
mos,english-dominant,5,1,0.2
lso,neutral,10,2,0.2
mbi,neutral,5,1,0.2
sum,neutral,5,1,0.2
dom,neutral,5,1,0.2
rme,german-dominant,5,1,0.2
isp,english-dominant,5,1,0.2
olu,neutral,5,1,0.2
bje,neutral,5,1,0.2
eor,neutral,5,1,0.2
ngi,neutral,5,1,0.2
rce,english-dominant,15,3,0.2
sup,english-dominant,10,2,0.2
bit,english-dominant,5,1,0.2
top,english-dominant,5,1,0.2
orc,english-dominant,5,1,0.2
org,german-dominant,5,1,0.2
rve,neutral,5,1,0.2
rli,neutral,5,1,0.2
emb,neutral,5,1,0.2
bil,german-dominant,5,1,0.2
esi,neutral,10,2,0.2
ext,neutral,15,3,0.2
ddi,neutral,5,1,0.2
ues,neutral,5,1,0.2
mpe,neutral,5,1,0.2
old,english-dominant,26,5,0.1923
ide,neutral,32,6,0.1875
ten,german-dominant,16,3,0.1875
ien,neutral,27,5,0.1852
gin,neutral,11,2,0.1818
ars,english-dominant,11,2,0.1818
ung,german-dominant,11,2,0.1818
oli,neutral,17,3,0.1765
too,english-dominant,17,3,0.1765
hne,german-dominant,6,1,0.1667
ody,english-dominant,6,1,0.1667
mpt,english-dominant,12,2,0.1667
ama,neutral,6,1,0.1667
unn,english-dominant,6,1,0.1667
ahn,neutral,6,1,0.1667
ncr,english-dominant,6,1,0.1667
lth,english-dominant,6,1,0.1667
pes,english-dominant,6,1,0.1667
pas,neutral,6,1,0.1667
ein,german-dominant,12,2,0.1667
rip,neutral,6,1,0.1667
roa,english-dominant,12,2,0.1667
bea,english-dominant,6,1,0.1667
ell,neutral,30,5,0.1667
asa,english-dominant,6,1,0.1667
eng,german-dominant,6,1,0.1667
pot,neutral,6,1,0.1667
iff,neutral,6,1,0.1667
err,neutral,6,1,0.1667
seh,neutral,6,1,0.1667
cid,english-dominant,6,1,0.1667
sim,neutral,6,1,0.1667
epl,english-dominant,6,1,0.1667
rop,neutral,6,1,0.1667
sli,neutral,6,1,0.1667
och,neutral,6,1,0.1667
imm,german-dominant,6,1,0.1667
dif,english-dominant,6,1,0.1667
hei,neutral,25,4,0.16
abl,neutral,38,6,0.1579
ven,english-dominant,26,4,0.1538
ade,english-dominant,20,3,0.15
tex,neutral,7,1,0.1429
hel,english-dominant,7,1,0.1429
arn,neutral,7,1,0.1429
tab,neutral,14,2,0.1429
rad,neutral,7,1,0.1429
mse,english-dominant,7,1,0.1429
rpo,neutral,7,1,0.1429
rda,neutral,7,1,0.1429
oge,neutral,7,1,0.1429
sis,neutral,7,1,0.1429
vem,english-dominant,7,1,0.1429
lin,neutral,29,4,0.1379
wor,neutral,22,3,0.1364
ppe,neutral,15,2,0.1333
sul,english-dominant,8,1,0.125
hol,english-dominant,16,2,0.125
tog,english-dominant,8,1,0.125
urr,english-dominant,8,1,0.125
ved,english-dominant,16,2,0.125
hod,neutral,8,1,0.125
del,neutral,8,1,0.125
ole,neutral,9,1,0.1111
lly,english-dominant,27,3,0.1111
uti,neutral,9,1,0.1111
mig,english-dominant,9,1,0.1111
ops,english-dominant,9,1,0.1111
mus,neutral,9,1,0.1111
die,german-dominant,9,1,0.1111
ged,neutral,10,1,0.1
alt,neutral,10,1,0.1
pti,neutral,11,1,0.0909
phy,neutral,1,0,0.0
hys,neutral,1,0,0.0
ysi,neutral,1,0,0.0
wfl,english-dominant,1,0,0.0
zli,german-dominant,1,0,0.0
feg,english-dominant,1,0,0.0
mix,english-dominant,1,0,0.0
vea,english-dominant,2,0,0.0
ech,neutral,1,0,0.0
chn,german-dominant,1,0,0.0
hni,german-dominant,1,0,0.0
mie,german-dominant,1,0,0.0
htf,neutral,1,0,0.0
tfu,english-dominant,1,0,0.0
ksh,english-dominant,1,0,0.0
bud,english-dominant,1,0,0.0
xth,english-dominant,1,0,0.0
gov,english-dominant,2,0,0.0
eho,english-dominant,7,0,0.0
dox,english-dominant,3,0,0.0
lds,english-dominant,3,0,0.0
isu,neutral,1,0,0.0
onq,neutral,1,0,0.0
mmu,neutral,2,0,0.0
mun,german-dominant,2,0,0.0
jai,english-dominant,1,0,0.0
fit,english-dominant,2,0,0.0
hae,english-dominant,1,0,0.0
ael,english-dominant,2,0,0.0
dip,english-dominant,3,0,0.0
upy,english-dominant,1,0,0.0
pyi,english-dominant,1,0,0.0
nbr,neutral,1,0,0.0
uls,english-dominant,1,0,0.0
lsa,neutral,1,0,0.0
udi,neutral,4,0,0.0
xpa,english-dominant,1,0,0.0
xty,english-dominant,1,0,0.0
nen,german-dominant,2,0,0.0
rdl,neutral,1,0,0.0
hri,german-dominant,2,0,0.0
civ,english-dominant,1,0,0.0
rau,german-dominant,1,0,0.0
aul,neutral,4,0,0.0
lto,english-dominant,3,0,0.0
efr,neutral,1,0,0.0
ppr,english-dominant,6,0,0.0
enu,german-dominant,2,0,0.0
nui,neutral,1,0,0.0
oot,english-dominant,6,0,0.0
otr,english-dominant,1,0,0.0
ryb,english-dominant,1,0,0.0
jac,english-dominant,1,0,0.0
bay,english-dominant,1,0,0.0
rgu,neutral,3,0,0.0
ued,english-dominant,1,0,0.0
irm,neutral,1,0,0.0
rif,neutral,3,0,0.0
maz,neutral,1,0,0.0
aze,neutral,1,0,0.0
ibi,neutral,2,0,0.0
nyo,english-dominant,1,0,0.0
rba,neutral,2,0,0.0
rer,german-dominant,3,0,0.0
ybo,english-dominant,1,0,0.0
pty,english-dominant,1,0,0.0
uag,english-dominant,1,0,0.0
oud,english-dominant,1,0,0.0
wis,german-dominant,2,0,0.0
oso,neutral,1,0,0.0
sop,english-dominant,1,0,0.0
oph,neutral,1,0,0.0
phe,neutral,2,0,0.0
dem,german-dominant,5,0,0.0
lio,neutral,2,0,0.0
etw,neutral,3,0,0.0
twe,neutral,3,0,0.0
kee,english-dominant,1,0,0.0
rty,english-dominant,6,0,0.0
hyd,neutral,1,0,0.0
ydr,english-dominant,1,0,0.0
nbe,german-dominant,1,0,0.0
rab,neutral,5,0,0.0
bac,neutral,3,0,0.0
tus,english-dominant,1,0,0.0
rto,english-dominant,1,0,0.0
oat,english-dominant,4,0,0.0
dai,english-dominant,1,0,0.0
nsa,neutral,2,0,0.0
jun,neutral,1,0,0.0
ior,neutral,1,0,0.0
ghe,english-dominant,3,0,0.0
ulk,english-dominant,1,0,0.0
lke,german-dominant,2,0,0.0
kru,english-dominant,1,0,0.0
mah,english-dominant,1,0,0.0
eam,neutral,2,0,0.0
lib,neutral,1,0,0.0
kco,english-dominant,1,0,0.0
dso,english-dominant,1,0,0.0
nga,neutral,1,0,0.0
gag,english-dominant,1,0,0.0
gem,german-dominant,2,0,0.0
oba,neutral,3,0,0.0
bab,english-dominant,4,0,0.0
uiv,neutral,1,0,0.0
coa,english-dominant,2,0,0.0
spa,neutral,3,0,0.0
lun,german-dominant,3,0,0.0
eer,german-dominant,2,0,0.0
dea,english-dominant,6,0,0.0
rgy,english-dominant,2,0,0.0
aig,english-dominant,3,0,0.0
esb,neutral,1,0,0.0
sby,english-dominant,1,0,0.0
byt,english-dominant,1,0,0.0
otl,english-dominant,1,0,0.0
tla,neutral,1,0,0.0
upe,neutral,1,0,0.0
ldi,neutral,2,0,0.0
edy,english-dominant,1,0,0.0
pel,neutral,2,0,0.0
fal,neutral,1,0,0.0
pra,german-dominant,4,0,0.0
uie,neutral,2,0,0.0
hna,neutral,1,0,0.0
nah,neutral,1,0,0.0
cty,english-dominant,1,0,0.0
tyl,english-dominant,1,0,0.0
ylo,english-dominant,1,0,0.0
osc,neutral,1,0,0.0
cop,english-dominant,3,0,0.0
opy,english-dominant,1,0,0.0
wic,german-dominant,3,0,0.0
bet,neutral,2,0,0.0
jib,english-dominant,1,0,0.0
fah,german-dominant,1,0,0.0
ahr,german-dominant,1,0,0.0
enh,german-dominant,1,0,0.0
epa,english-dominant,5,0,0.0
xcl,english-dominant,1,0,0.0
nlo,neutral,1,0,0.0
moa,english-dominant,1,0,0.0
uge,german-dominant,4,0,0.0
gol,neutral,1,0,0.0
lde,neutral,3,0,0.0
idn,english-dominant,2,0,0.0
wif,english-dominant,1,0,0.0
bra,neutral,4,0,0.0
eak,neutral,3,0,0.0
aks,english-dominant,1,0,0.0
pph,neutral,1,0,0.0
lom,english-dominant,3,0,0.0
leo,english-dominant,1,0,0.0
eod,neutral,1,0,0.0
fyd,english-dominant,1,0,0.0
ydd,english-dominant,1,0,0.0
oym,english-dominant,1,0,0.0
emi,neutral,6,0,0.0
aba,english-dominant,2,0,0.0
ckc,neutral,1,0,0.0
lml,neutral,1,0,0.0
mly,english-dominant,1,0,0.0
opa,neutral,4,0,0.0
apa,english-dominant,2,0,0.0
eid,german-dominant,1,0,0.0
udg,english-dominant,5,0,0.0
asp,neutral,4,0,0.0
yis,english-dominant,2,0,0.0
lak,neutral,1,0,0.0
imu,neutral,3,0,0.0
lyw,english-dominant,2,0,0.0
ywo,english-dominant,2,0,0.0
nqu,neutral,1,0,0.0
uer,german-dominant,1,0,0.0
rum,german-dominant,2,0,0.0
omf,english-dominant,2,0,0.0
mfo,neutral,2,0,0.0
ewi,neutral,1,0,0.0
efa,neutral,1,0,0.0
nac,german-dominant,1,0,0.0
gma,neutral,2,0,0.0
ewm,english-dominant,1,0,0.0
pab,english-dominant,1,0,0.0
dli,neutral,2,0,0.0
moo,english-dominant,2,0,0.0
wyn,english-dominant,1,0,0.0
oum,english-dominant,1,0,0.0
cis,english-dominant,3,0,0.0
inj,neutral,1,0,0.0
ota,english-dominant,1,0,0.0
ski,neutral,3,0,0.0
owh,english-dominant,1,0,0.0
cay,english-dominant,1,0,0.0
una,neutral,2,0,0.0
oid,english-dominant,1,0,0.0
dab,neutral,1,0,0.0
xts,neutral,3,0,0.0
efl,neutral,1,0,0.0
opo,english-dominant,3,0,0.0
cos,english-dominant,4,0,0.0
eck,german-dominant,2,0,0.0
cko,english-dominant,2,0,0.0
kon,german-dominant,2,0,0.0
ugu,neutral,1,0,0.0
gus,english-dominant,1,0,0.0
unr,neutral,1,0,0.0
esa,neutral,2,0,0.0
sac,neutral,1,0,0.0
ply,english-dominant,7,0,0.0
nue,english-dominant,1,0,0.0
cil,english-dominant,3,0,0.0
wne,english-dominant,1,0,0.0
ckn,neutral,1,0,0.0
mir,neutral,2,0,0.0
ben,german-dominant,2,0,0.0
nre,neutral,1,0,0.0
irr,english-dominant,1,0,0.0
ewe,neutral,1,0,0.0
eei,german-dominant,1,0,0.0
zin,neutral,1,0,0.0
glo,neutral,2,0,0.0
wed,english-dominant,5,0,0.0
lau,german-dominant,4,0,0.0
ano,english-dominant,1,0,0.0
eaf,english-dominant,1,0,0.0
asy,english-dominant,2,0,0.0
ump,neutral,3,0,0.0
hti,german-dominant,2,0,0.0
obo,neutral,1,0,0.0
mph,english-dominant,1,0,0.0
siz,english-dominant,4,0,0.0
izi,german-dominant,1,0,0.0
ckl,german-dominant,2,0,0.0
lts,german-dominant,1,0,0.0
fan,neutral,1,0,0.0
ecl,english-dominant,1,0,0.0
ors,neutral,2,0,0.0
ofi,english-dominant,1,0,0.0
hug,english-dominant,4,0,0.0
pse,neutral,1,0,0.0
alw,english-dominant,3,0,0.0
lwa,english-dominant,3,0,0.0
maj,english-dominant,2,0,0.0
sew,english-dominant,1,0,0.0
sme,neutral,1,0,0.0
cta,english-dominant,2,0,0.0
oas,english-dominant,1,0,0.0
ago,english-dominant,1,0,0.0
rei,german-dominant,3,0,0.0
gim,neutral,1,0,0.0
nus,neutral,2,0,0.0
lip,english-dominant,1,0,0.0
bom,english-dominant,2,0,0.0
sav,english-dominant,1,0,0.0
tig,german-dominant,2,0,0.0
iec,neutral,2,0,0.0
ppl,english-dominant,4,0,0.0
swo,english-dominant,1,0,0.0
wal,neutral,3,0,0.0
ivo,neutral,2,0,0.0
vor,german-dominant,2,0,0.0
llu,german-dominant,2,0,0.0
eel,neutral,7,0,0.0
unw,neutral,2,0,0.0
awy,english-dominant,1,0,0.0
wye,english-dominant,1,0,0.0
abu,english-dominant,1,0,0.0
ghs,english-dominant,1,0,0.0
elv,neutral,3,0,0.0
lve,neutral,4,0,0.0
epr,neutral,3,0,0.0
etl,english-dominant,1,0,0.0
ewh,english-dominant,2,0,0.0
dim,neutral,1,0,0.0
azi,neutral,1,0,0.0
amm,german-dominant,1,0,0.0
rsk,neutral,1,0,0.0
jol,english-dominant,1,0,0.0
tpo,neutral,1,0,0.0
fli,neutral,2,0,0.0
acr,english-dominant,1,0,0.0
tfo,english-dominant,1,0,0.0
acq,english-dominant,1,0,0.0
cqu,english-dominant,1,0,0.0
uai,english-dominant,1,0,0.0
hoi,english-dominant,1,0,0.0
dac,english-dominant,2,0,0.0
gif,english-dominant,2,0,0.0
dsh,english-dominant,1,0,0.0
rog,neutral,1,0,0.0
owa,english-dominant,3,0,0.0
lgr,neutral,1,0,0.0
bse,neutral,2,0,0.0
zna,english-dominant,1,0,0.0
asc,neutral,1,0,0.0
beh,neutral,2,0,0.0
poc,neutral,1,0,0.0
nda,neutral,1,0,0.0
sra,neutral,1,0,0.0
rae,english-dominant,1,0,0.0
ulf,english-dominant,1,0,0.0
lfi,english-dominant,1,0,0.0
sie,german-dominant,1,0,0.0
ieu,german-dominant,1,0,0.0
eur,neutral,2,0,0.0
rbe,german-dominant,2,0,0.0
tos,english-dominant,1,0,0.0
nsf,neutral,1,0,0.0
sfe,neutral,1,0,0.0
ndc,english-dominant,1,0,0.0
ych,english-dominant,1,0,0.0
amu,english-dominant,1,0,0.0
mue,english-dominant,1,0,0.0
uel,neutral,1,0,0.0
iag,neutral,3,0,0.0
vai,neutral,2,0,0.0
dch,english-dominant,1,0,0.0
smi,neutral,1,0,0.0
kil,english-dominant,2,0,0.0
nip,neutral,1,0,0.0
ipu,neutral,1,0,0.0
lam,neutral,1,0,0.0
bot,neutral,7,0,0.0
pta,english-dominant,1,0,0.0
hto,english-dominant,1,0,0.0
lev,neutral,2,0,0.0
rpi,english-dominant,1,0,0.0
aim,english-dominant,2,0,0.0
hru,german-dominant,1,0,0.0
beg,neutral,3,0,0.0
egi,neutral,4,0,0.0
bir,neutral,1,0,0.0
ird,german-dominant,2,0,0.0
eru,german-dominant,1,0,0.0
rub,english-dominant,2,0,0.0
ubi,neutral,1,0,0.0
bim,english-dominant,1,0,0.0
ims,neutral,4,0,0.0
bui,english-dominant,3,0,0.0
uil,english-dominant,3,0,0.0
atr,english-dominant,2,0,0.0
wle,english-dominant,1,0,0.0
dal,english-dominant,1,0,0.0
adq,english-dominant,1,0,0.0
dqu,english-dominant,1,0,0.0
usk,german-dominant,2,0,0.0
nvo,german-dominant,1,0,0.0
ssa,neutral,9,0,0.0
ouc,english-dominant,3,0,0.0
opi,neutral,4,0,0.0
oct,english-dominant,4,0,0.0
olv,english-dominant,1,0,0.0
esp,neutral,3,0,0.0
mag,neutral,4,0,0.0
agi,neutral,3,0,0.0
oly,neutral,1,0,0.0
lyt,english-dominant,1,0,0.0
dbo,english-dominant,1,0,0.0
uid,neutral,1,0,0.0
gha,english-dominant,1,0,0.0
iac,english-dominant,1,0,0.0
upb,english-dominant,1,0,0.0
pbo,english-dominant,1,0,0.0
yas,english-dominant,2,0,0.0
epp,english-dominant,1,0,0.0
aur,english-dominant,1,0,0.0
doc,neutral,2,0,0.0
ony,neutral,1,0,0.0
fav,english-dominant,2,0,0.0
ngo,english-dominant,1,0,0.0
orp,english-dominant,5,0,0.0
rof,english-dominant,2,0,0.0
ofo,english-dominant,1,0,0.0
neh,german-dominant,1,0,0.0
oev,english-dominant,1,0,0.0
cir,english-dominant,2,0,0.0
soa,neutral,1,0,0.0
hio,english-dominant,1,0,0.0
vir,neutral,1,0,0.0
gun,german-dominant,1,0,0.0
uts,neutral,2,0,0.0
tsi,neutral,2,0,0.0
ggi,neutral,1,0,0.0
zzl,english-dominant,2,0,0.0
zle,neutral,1,0,0.0
esh,english-dominant,5,0,0.0
adm,english-dominant,3,0,0.0
dmi,neutral,4,0,0.0
rfe,neutral,1,0,0.0
bio,neutral,1,0,0.0
gic,english-dominant,1,0,0.0
unb,neutral,3,0,0.0
nba,german-dominant,1,0,0.0
lum,neutral,1,0,0.0
unp,english-dominant,1,0,0.0
npa,neutral,1,0,0.0
ilt,neutral,1,0,0.0
aes,neutral,1,0,0.0
lpe,english-dominant,1,0,0.0
lks,english-dominant,3,0,0.0
nca,english-dominant,3,0,0.0
usa,neutral,1,0,0.0
sah,neutral,1,0,0.0
eip,neutral,1,0,0.0
ipz,english-dominant,1,0,0.0
inb,neutral,1,0,0.0
rgh,english-dominant,1,0,0.0
rci,english-dominant,1,0,0.0
igi,neutral,1,0,0.0
egg,neutral,1,0,0.0
rsa,neutral,2,0,0.0
nia,english-dominant,3,0,0.0
rui,english-dominant,1,0,0.0
upr,neutral,1,0,0.0
gge,neutral,4,0,0.0
opu,neutral,4,0,0.0
pus,neutral,2,0,0.0
uen,german-dominant,1,0,0.0
ssn,neutral,1,0,0.0
sne,neutral,1,0,0.0
nke,german-dominant,1,0,0.0
nie,german-dominant,4,0,0.0
ker,neutral,6,0,0.0
ggs,english-dominant,1,0,0.0
ttr,neutral,1,0,0.0
dou,english-dominant,5,0,0.0
elt,german-dominant,1,0,0.0
usb,neutral,1,0,0.0
sba,neutral,1,0,0.0
rns,neutral,1,0,0.0
emo,neutral,7,0,0.0
uee,english-dominant,1,0,0.0
sof,english-dominant,1,0,0.0
suv,english-dominant,1,0,0.0
uvi,english-dominant,1,0,0.0
viu,english-dominant,1,0,0.0
rwo,neutral,1,0,0.0
woe,neutral,1,0,0.0
obj,german-dominant,2,0,0.0
olk,neutral,2,0,0.0
tiu,english-dominant,1,0,0.0
ulp,english-dominant,1,0,0.0
lph,english-dominant,1,0,0.0
xch,english-dominant,1,0,0.0
tse,neutral,3,0,0.0
orb,neutral,2,0,0.0
xas,english-dominant,1,0,0.0
zon,neutral,1,0,0.0
lgo,neutral,1,0,0.0
gom,english-dominant,1,0,0.0
edg,english-dominant,2,0,0.0
ule,neutral,3,0,0.0
nry,english-dominant,1,0,0.0
edw,english-dominant,1,0,0.0
dwe,neutral,1,0,0.0
oyi,english-dominant,1,0,0.0
aun,neutral,1,0,0.0
req,neutral,1,0,0.0
uir,english-dominant,1,0,0.0
teu,german-dominant,1,0,0.0
fia,english-dominant,1,0,0.0
odi,neutral,1,0,0.0
ioc,english-dominant,1,0,0.0
abs,german-dominant,1,0,0.0
bso,neutral,1,0,0.0
phr,english-dominant,1,0,0.0
hra,neutral,1,0,0.0
lst,neutral,1,0,0.0
pli,neutral,7,0,0.0
doz,english-dominant,1,0,0.0
nct,english-dominant,2,0,0.0
nwi,neutral,1,0,0.0
awk,english-dominant,1,0,0.0
wke,english-dominant,1,0,0.0
kes,english-dominant,2,0,0.0
odd,english-dominant,2,0,0.0
ddy,english-dominant,1,0,0.0
rvi,neutral,3,0,0.0
utr,neutral,1,0,0.0
htl,neutral,2,0,0.0
toy,english-dominant,1,0,0.0
iab,german-dominant,2,0,0.0
oan,english-dominant,2,0,0.0
aic,english-dominant,2,0,0.0
nag,english-dominant,4,0,0.0
pil,neutral,1,0,0.0
tiz,neutral,1,0,0.0
aly,neutral,1,0,0.0
lyp,english-dominant,1,0,0.0
ypt,neutral,1,0,0.0
nwa,neutral,2,0,0.0
iga,neutral,2,0,0.0
lup,english-dominant,1,0,0.0
upi,english-dominant,1,0,0.0
inh,neutral,1,0,0.0
won,english-dominant,4,0,0.0
oze,german-dominant,1,0,0.0
noi,english-dominant,1,0,0.0
rbr,neutral,1,0,0.0
hym,english-dominant,1,0,0.0
tut,neutral,1,0,0.0
ssr,neutral,1,0,0.0
pay,english-dominant,1,0,0.0
leb,german-dominant,1,0,0.0
ebr,neutral,1,0,0.0
ldo,english-dominant,1,0,0.0
umn,neutral,1,0,0.0
aty,english-dominant,1,0,0.0
kly,english-dominant,1,0,0.0
mbu,neutral,1,0,0.0
rcr,english-dominant,1,0,0.0
raf,neutral,1,0,0.0
pto,english-dominant,4,0,0.0
ixt,english-dominant,3,0,0.0
rgi,neutral,1,0,0.0
unf,neutral,2,0,0.0
nfa,neutral,3,0,0.0
ili,neutral,14,0,0.0
vig,neutral,2,0,0.0
igo,neutral,2,0,0.0
gou,english-dominant,1,0,0.0
scu,english-dominant,3,0,0.0
sma,neutral,2,0,0.0
xtr,neutral,2,0,0.0
arp,english-dominant,1,0,0.0
mez,neutral,1,0,0.0
nol,neutral,1,0,0.0
rsu,neutral,1,0,0.0
udd,english-dominant,1,0,0.0
ddl,english-dominant,1,0,0.0
deg,neutral,1,0,0.0
uab,english-dominant,1,0,0.0
oys,english-dominant,1,0,0.0
mbl,english-dominant,1,0,0.0
wun,german-dominant,1,0,0.0
ctl,english-dominant,1,0,0.0
hch,english-dominant,1,0,0.0
jaw,english-dominant,1,0,0.0
plu,neutral,1,0,0.0
alu,neutral,1,0,0.0
eba,neutral,1,0,0.0
ipp,neutral,1,0,0.0
owf,english-dominant,1,0,0.0
cac,english-dominant,2,0,0.0
oxy,neutral,1,0,0.0
xyg,english-dominant,1,0,0.0
yge,english-dominant,1,0,0.0
ito,english-dominant,2,0,0.0
swu,neutral,1,0,0.0
sei,german-dominant,1,0,0.0
anb,neutral,1,0,0.0
nbu,neutral,2,0,0.0
bul,english-dominant,2,0,0.0
enw,german-dominant,1,0,0.0
aws,english-dominant,1,0,0.0
pie,neutral,3,0,0.0
jud,english-dominant,2,0,0.0
pul,neutral,5,0,0.0
yyd,english-dominant,1,0,0.0
mbn,english-dominant,1,0,0.0
bne,english-dominant,1,0,0.0
opt,neutral,2,0,0.0
ced,english-dominant,9,0,0.0
lpa,english-dominant,1,0,0.0
nle,neutral,1,0,0.0
