prediction,ground_truth,diff_ops,error_ngrams
But Treckon thenz he tero bung mochDat,But I reckon they 'll be too busy shooting at,"[('replace', 4, 5, 4, 6), ('replace', 15, 17, 16, 17), ('replace', 18, 19, 18, 23), ('replace', 22, 24, 26, 27), ('insert', 28, 28, 31, 40), ('delete', 31, 36, 43, 43)]","[(('he', 'neutral'), 1), (('ey', 'english-dominant'), 1), (('be', 'neutral'), 1), (('us', 'neutral'), 1), (('sy', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1)]"
"efer to vozrething gon libe dor2g, Ionkg a","refer to something you like doing , bring a","[('insert', 0, 0, 0, 1), ('replace', 8, 9, 9, 10), ('replace', 10, 12, 11, 12), ('replace', 19, 20, 19, 20), ('replace', 21, 22, 21, 22), ('replace', 25, 26, 25, 26), ('replace', 30, 32, 30, 32), ('insert', 33, 33, 33, 34), ('replace', 35, 37, 36, 39), ('delete', 38, 39, 40, 40)]","[(('so', 'neutral'), 1), (('om', 'neutral'), 1), (('me', 'neutral'), 1), (('yo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ik', 'neutral'), 1), (('ke', 'neutral'), 1), (('oi', 'english-dominant'), 1), (('in', 'neutral'), 2), (('ng', 'neutral'), 1), (('br', 'neutral'), 1), (('ri', 'neutral'), 1)]"
IA was mo wore pleasamt far teue Hou. Augusta,It was no more pleasant for the Hon. Augusta,"[('replace', 1, 2, 1, 2), ('replace', 7, 8, 7, 8), ('replace', 10, 11, 10, 11), ('replace', 21, 22, 21, 22), ('replace', 25, 26, 25, 26), ('replace', 29, 31, 29, 30), ('replace', 35, 36, 34, 35)]","[(('no', 'english-dominant'), 1), (('mo', 'neutral'), 1), (('an', 'neutral'), 1), (('nt', 'neutral'), 1), (('fo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
"The drecden, Mr. Aenkua fogan, allempted hut füild","the director , Mr. Joshua Logan , attempted but failed","[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('replace', 8, 11, 9, 13), ('replace', 17, 21, 19, 23), ('replace', 24, 25, 26, 27), ('insert', 29, 29, 31, 32), ('replace', 32, 34, 35, 37), ('replace', 41, 42, 44, 45), ('replace', 46, 47, 49, 50), ('insert', 49, 49, 52, 53)]","[(('th', 'english-dominant'), 1), (('di', 'neutral'), 1), (('ec', 'english-dominant'), 1), (('ct', 'english-dominant'), 1), (('to', 'english-dominant'), 1), (('or', 'neutral'), 1), (('os', 'neutral'), 1), (('ua', 'neutral'), 1), (('ga', 'neutral'), 1), (('te', 'neutral'), 1), (('ed', 'neutral'), 1), (('ut', 'neutral'), 1), (('fa', 'neutral'), 1)]"
"and Hie world around him in Complete, unredll-","and the world around him in complete , unredee-","[('replace', 4, 6, 4, 6), ('replace', 28, 29, 28, 29), ('insert', 36, 36, 36, 37), ('replace', 43, 45, 44, 46)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('co', 'english-dominant'), 1), (('ed', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ee', 'neutral'), 1)]"
to the shops and the initial dars  same,to the shops and the initial fears of some,"[('replace', 29, 30, 29, 31), ('insert', 34, 34, 35, 37), ('replace', 36, 37, 39, 40)]","[(('fe', 'neutral'), 1), (('of', 'english-dominant'), 1)]"
"sedate, not easilt irritated, patient and perserering,","sedate , not easily irritated , patient and persevering ,","[('insert', 6, 6, 6, 7), ('replace', 17, 18, 18, 19), ('insert', 28, 28, 29, 30), ('replace', 47, 48, 49, 50), ('insert', 53, 53, 55, 56)]","[(('il', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('ed', 'neutral'), 1), (('rs', 'neutral'), 1), (('se', 'neutral'), 1), (('in', 'neutral'), 1)]"
His throat wend tigkt aud words farled hnn.,His throat went tight and words failed him .,"[('replace', 14, 15, 14, 15), ('replace', 19, 20, 19, 20), ('replace', 23, 24, 23, 24), ('replace', 34, 35, 34, 35), ('replace', 40, 42, 40, 43)]","[(('nt', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('ht', 'neutral'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 1), (('ai', 'english-dominant'), 1), (('il', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('im', 'neutral'), 1)]"
Same of the reblemns were remewed gesterdag at a,Some of the problems were reviewed yesterday at a,"[('replace', 1, 2, 1, 2), ('insert', 12, 12, 12, 13), ('replace', 13, 14, 14, 15), ('delete', 18, 19, 19, 19), ('replace', 28, 29, 28, 30), ('replace', 34, 35, 35, 36), ('replace', 42, 43, 43, 44)]","[(('om', 'neutral'), 1), (('pr', 'neutral'), 1), (('ro', 'neutral'), 1), (('em', 'neutral'), 1), (('ms', 'neutral'), 1), (('ev', 'neutral'), 1), (('vi', 'neutral'), 1), (('da', 'neutral'), 1), (('ay', 'english-dominant'), 1)]"
seeing tbe Vook ofadmirahion and reuelhon.,seeing the look of admiration and revelation,"[('replace', 8, 9, 8, 9), ('replace', 11, 12, 11, 12), ('insert', 18, 18, 18, 19), ('replace', 24, 25, 25, 26), ('replace', 35, 36, 36, 37), ('replace', 38, 39, 39, 42), ('delete', 41, 42, 44, 44)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('lo', 'english-dominant'), 1), (('ra', 'neutral'), 1), (('at', 'neutral'), 1), (('re', 'neutral'), 1), (('ev', 'neutral'), 1), (('el', 'neutral'), 1), (('la', 'neutral'), 1), (('ti', 'neutral'), 1), (('io', 'neutral'), 1)]"
"flowed bit bezautifil erigma, seen but not","flawed but beautiful enigma , seen but not","[('replace', 2, 3, 2, 3), ('replace', 8, 9, 8, 9), ('delete', 13, 14, 13, 13), ('replace', 19, 20, 18, 19), ('replace', 23, 24, 22, 23), ('insert', 28, 28, 27, 28)]","[(('la', 'neutral'), 1), (('aw', 'english-dominant'), 1), (('bu', 'neutral'), 1), (('ut', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('au', 'german-dominant'), 1), (('ul', 'english-dominant'), 1), (('ni', 'neutral'), 1), (('ig', 'neutral'), 1)]"
Kere is a ahole grap at tleories alich atlempt to explarin Meproblems otte,There is a whole group of theories which attempt to explain the problems of the,"[('replace', 0, 1, 0, 2), ('replace', 10, 11, 11, 12), ('replace', 18, 19, 19, 21), ('replace', 21, 23, 23, 25), ('replace', 25, 26, 27, 28), ('replace', 33, 35, 35, 37), ('replace', 41, 42, 43, 44), ('delete', 55, 56, 57, 57), ('replace', 59, 60, 60, 62), ('insert', 61, 61, 63, 64), ('insert', 71, 71, 74, 76), ('replace', 72, 73, 77, 78)]","[(('gr', 'neutral'), 1), (('ro', 'neutral'), 1), (('up', 'neutral'), 1), (('es', 'neutral'), 1), (('at', 'neutral'), 1), (('pl', 'english-dominant'), 1), (('la', 'neutral'), 1), (('th', 'english-dominant'), 1), (('ms', 'neutral'), 1)]"
"the case of Mw. Richards, with lauish and","the case of Mr. Richards , with lavish and","[('replace', 13, 14, 13, 14), ('insert', 24, 24, 24, 25), ('replace', 33, 34, 34, 35)]","[(('la', 'neutral'), 1), (('av', 'english-dominant'), 1)]"
laughed. T had Mot kuoin he was so,laughed . I had not known he was so,"[('insert', 7, 7, 7, 8), ('replace', 9, 10, 10, 11), ('replace', 15, 16, 16, 17), ('replace', 20, 21, 21, 22), ('replace', 22, 23, 23, 24)]","[(('kn', 'english-dominant'), 1), (('no', 'english-dominant'), 1), (('ow', 'english-dominant'), 1)]"
"Fall, bey Mr. Paul Ferris, was a morality on","Fall , by Mr. Paul Ferris , was a morality on","[('insert', 4, 4, 4, 5), ('delete', 7, 8, 8, 8), ('insert', 25, 25, 25, 26)]","[(('by', 'english-dominant'), 1)]"
Dne vor- but Puiowan unlg  Minshohe,the poor - but this was only a pious hope,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 6), ('insert', 7, 7, 8, 9), ('replace', 13, 15, 15, 32), ('replace', 17, 20, 34, 36), ('delete', 21, 31, 37, 37), ('replace', 33, 34, 39, 40)]","[(('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('po', 'neutral'), 1), (('or', 'neutral'), 1), (('ut', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('is', 'neutral'), 1), (('wa', 'neutral'), 1), (('as', 'neutral'), 1), (('on', 'neutral'), 1), (('nl', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('io', 'neutral'), 1), (('ou', 'english-dominant'), 1)]"
Fleging Offior wlo had bast so unonemonionsly into lis,Flying Officer who had burst so unceremoniously into his,"[('replace', 2, 4, 2, 3), ('replace', 12, 13, 11, 13), ('replace', 16, 17, 16, 17), ('replace', 24, 25, 24, 26), ('replace', 33, 35, 34, 37), ('replace', 41, 42, 43, 44), ('replace', 51, 52, 53, 54)]","[(('ly', 'english-dominant'), 1), (('yi', 'english-dominant'), 1), (('in', 'neutral'), 1), (('ce', 'english-dominant'), 2), (('er', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('bu', 'neutral'), 1), (('ur', 'neutral'), 1), (('un', 'german-dominant'), 1), (('nc', 'english-dominant'), 1), (('ni', 'neutral'), 1), (('io', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
"under him, in him and through him ...","under him , in him and through him ...","[('insert', 9, 9, 9, 10)]",[]
"the minister. "" No, we hare another way of signalling","the minister . "" No , we have another way of signalling","[('insert', 12, 12, 12, 13), ('insert', 18, 18, 19, 20), ('replace', 25, 26, 27, 28)]","[(('ha', 'neutral'), 1)]"
be tone oft Hhe leaftet and,he tore off the leaflet and,"[('replace', 0, 1, 0, 1), ('replace', 5, 6, 5, 6), ('insert', 10, 10, 10, 12), ('delete', 11, 13, 13, 13), ('replace', 20, 21, 20, 21)]","[(('he', 'neutral'), 1), (('or', 'neutral'), 1), (('re', 'neutral'), 1), (('ff', 'neutral'), 1), (('th', 'english-dominant'), 1), (('fl', 'neutral'), 1), (('le', 'neutral'), 1)]"
Aiffen geas eareier Ay the 1S46 Fannilg.,fifteen years earlier by the 1946 Family,"[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 5), ('replace', 7, 8, 8, 9), ('insert', 10, 10, 11, 12), ('replace', 15, 16, 17, 18), ('replace', 20, 21, 22, 23), ('replace', 28, 29, 30, 31), ('replace', 34, 36, 36, 37), ('replace', 38, 40, 39, 40)]","[(('fi', 'neutral'), 1), (('ft', 'neutral'), 1), (('te', 'neutral'), 1), (('ea', 'english-dominant'), 2), (('ar', 'neutral'), 1), (('er', 'neutral'), 1), (('am', 'neutral'), 1), (('il', 'neutral'), 1), (('ly', 'english-dominant'), 1)]"
"Da manert, adauersed Ho Nr","Disarmament , addressed to Mr.","[('insert', 1, 1, 1, 3), ('replace', 2, 3, 4, 5), ('insert', 5, 5, 7, 9), ('delete', 6, 8, 10, 10), ('insert', 9, 9, 11, 12), ('replace', 13, 15, 16, 18), ('replace', 16, 17, 19, 20), ('replace', 21, 22, 24, 25), ('replace', 24, 25, 27, 28), ('insert', 26, 26, 29, 30)]","[(('is', 'neutral'), 1), (('sa', 'neutral'), 1), (('rm', 'neutral'), 1), (('ma', 'neutral'), 1), (('am', 'neutral'), 1), (('me', 'neutral'), 1), (('en', 'german-dominant'), 1), (('ad', 'english-dominant'), 1), (('dd', 'neutral'), 1), (('dr', 'neutral'), 1), (('se', 'neutral'), 1), (('ed', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
offer Hhe Ciowernment an easy passage for such,offer the Government an easy passage for such,"[('replace', 6, 7, 6, 7), ('replace', 10, 12, 10, 11), ('replace', 13, 14, 12, 13)]","[(('th', 'english-dominant'), 1), (('ov', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('er', 'neutral'), 1)]"
which the Cronn has to bestow - tho calang hag,which the Crown has to bestow - the salary has,"[('replace', 13, 14, 13, 14), ('replace', 34, 35, 34, 35), ('replace', 36, 37, 36, 37), ('replace', 40, 42, 40, 42), ('replace', 45, 46, 45, 46)]","[(('ow', 'english-dominant'), 1), (('wn', 'english-dominant'), 1), (('he', 'neutral'), 1), (('sa', 'neutral'), 1), (('ar', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('as', 'neutral'), 1)]"
Fold Hahnemann that he fomd Anglesen a,told Hahnemann that he found Anglesey a,"[('replace', 0, 1, 0, 1), ('replace', 25, 26, 25, 27), ('replace', 35, 36, 36, 37)]","[(('to', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('un', 'german-dominant'), 1), (('se', 'neutral'), 1), (('ey', 'english-dominant'), 1)]"
 give von credit fer that. But von didut press,I 'll give you credit for that . But you didn't press,"[('insert', 0, 0, 0, 5), ('replace', 6, 7, 11, 12), ('replace', 8, 9, 13, 14), ('replace', 18, 19, 23, 24), ('insert', 25, 25, 30, 31), ('replace', 31, 32, 37, 38), ('replace', 33, 34, 39, 40), ('replace', 38, 39, 44, 46)]","[(('gi', 'neutral'), 1), (('iv', 'neutral'), 1), (('ve', 'neutral'), 1), (('ed', 'neutral'), 1), (('di', 'neutral'), 1), (('yo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1)]"
Thexe may be some who will argue thot,There may be some who will argue that,"[('replace', 3, 4, 3, 4), ('replace', 35, 36, 35, 36)]","[(('er', 'neutral'), 1), (('re', 'neutral'), 1), (('ha', 'neutral'), 1), (('at', 'neutral'), 1)]"
"health perwitted him to erjoy anything. The Peare,","health permitted him to enjoy anything . ' The Pearl ' ,","[('replace', 10, 11, 10, 11), ('replace', 25, 26, 25, 26), ('insert', 38, 38, 38, 39), ('insert', 39, 39, 40, 42), ('replace', 48, 49, 51, 55)]","[(('rm', 'neutral'), 1), (('mi', 'neutral'), 1), (('en', 'german-dominant'), 1), (('nj', 'neutral'), 1), (('ea', 'english-dominant'), 1)]"
Paces of green bricks has recently been,faces of green bricks has recently been,"[('replace', 0, 1, 0, 1)]","[(('fa', 'neutral'), 1)]"
degenen . Throngkoit tr gars Lord Russell,defences . Throughout the years Lord Russell,"[('replace', 2, 3, 2, 3), ('insert', 5, 5, 5, 6), ('replace', 6, 7, 7, 8), ('replace', 14, 15, 15, 16), ('replace', 16, 17, 17, 18), ('replace', 18, 19, 19, 20), ('replace', 22, 23, 23, 25), ('replace', 24, 25, 26, 28)]","[(('ef', 'neutral'), 1), (('fe', 'neutral'), 1), (('nc', 'english-dominant'), 1), (('ce', 'english-dominant'), 1), (('es', 'neutral'), 1), (('ro', 'neutral'), 1), (('ou', 'english-dominant'), 2), (('ug', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
"Make ita large an, darlineg. / kenaw Ahe mazal",""" Make it a large one , darling . I know the naval","[('insert', 0, 0, 0, 2), ('insert', 7, 7, 9, 10), ('replace', 15, 16, 18, 19), ('insert', 17, 17, 20, 22), ('delete', 25, 26, 30, 30), ('insert', 27, 27, 31, 32), ('replace', 29, 30, 34, 35), ('delete', 32, 33, 37, 37), ('replace', 34, 35, 38, 39), ('replace', 37, 38, 41, 42), ('replace', 41, 42, 45, 46), ('replace', 43, 44, 47, 48)]","[(('rg', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('da', 'neutral'), 1), (('ar', 'neutral'), 1), (('rl', 'neutral'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('kn', 'english-dominant'), 1), (('no', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
ga. uad caped. gewral teliet was,gas had escaped . General relief was,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 5), ('insert', 8, 8, 8, 10), ('insert', 13, 13, 15, 16), ('replace', 15, 16, 18, 19), ('replace', 17, 18, 20, 22), ('replace', 22, 23, 26, 27), ('replace', 27, 28, 31, 32)]","[(('as', 'neutral'), 1), (('ha', 'neutral'), 1), (('pe', 'neutral'), 1), (('er', 'neutral'), 1), (('ra', 'neutral'), 1), (('re', 'neutral'), 1), (('el', 'neutral'), 1)]"
sit be ended sachlg.  Itrücd toveau te,"isn't , "" he ended sadly . "" I tried to read the","[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 4), ('replace', 4, 5, 6, 11), ('replace', 15, 17, 21, 22), ('replace', 18, 19, 23, 25), ('insert', 21, 21, 27, 28), ('insert', 23, 23, 30, 31), ('replace', 25, 27, 33, 35), ('replace', 31, 32, 39, 41), ('replace', 34, 35, 43, 44), ('insert', 37, 37, 46, 47)]","[(('is', 'neutral'), 1), (('sn', 'neutral'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ed', 'neutral'), 2), (('ad', 'english-dominant'), 1), (('ly', 'english-dominant'), 1), (('tr', 'neutral'), 1), (('ie', 'german-dominant'), 1)]"
rhich nobody acklen srith ang inthusianm.,"which nobody tackles with any enthusiasm ,","[('replace', 0, 1, 0, 1), ('insert', 13, 13, 13, 14), ('replace', 18, 19, 19, 20), ('replace', 20, 22, 21, 22), ('replace', 28, 29, 28, 29), ('replace', 30, 31, 30, 31), ('replace', 38, 39, 38, 39), ('replace', 40, 41, 40, 42)]","[(('wh', 'english-dominant'), 1), (('le', 'neutral'), 1), (('es', 'neutral'), 1), (('wi', 'neutral'), 1), (('ny', 'english-dominant'), 1), (('en', 'german-dominant'), 1), (('as', 'neutral'), 1), (('sm', 'neutral'), 1)]"
wite ban an moe dülden IS jn aut das. The onlz,with four or more children 19 per cent less . The only,"[('replace', 3, 4, 3, 4), ('replace', 5, 8, 5, 9), ('replace', 9, 11, 10, 12), ('insert', 14, 14, 15, 16), ('replace', 16, 18, 18, 21), ('insert', 20, 20, 23, 24), ('replace', 23, 25, 27, 29), ('replace', 26, 27, 30, 36), ('delete', 28, 31, 37, 37), ('replace', 33, 35, 39, 41), ('insert', 36, 36, 42, 44), ('replace', 45, 46, 53, 54)]","[(('th', 'english-dominant'), 1), (('fo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ur', 'neutral'), 1), (('or', 'neutral'), 1), (('mo', 'neutral'), 1), (('re', 'neutral'), 2), (('hi', 'english-dominant'), 1), (('dr', 'neutral'), 1), (('en', 'german-dominant'), 2), (('pe', 'neutral'), 1), (('ce', 'english-dominant'), 1)]"
"Most tods habe to (eacd an ntensive Hfe, and fau s","Most tools have to lead an intensive life , and faults","[('replace', 7, 8, 7, 9), ('replace', 12, 13, 13, 14), ('replace', 18, 19, 19, 20), ('delete', 21, 22, 22, 22), ('insert', 27, 27, 27, 28), ('replace', 36, 37, 37, 39), ('insert', 39, 39, 41, 42), ('replace', 48, 49, 51, 53)]","[(('oo', 'english-dominant'), 1), (('ol', 'neutral'), 1), (('ha', 'neutral'), 1), (('av', 'english-dominant'), 1), (('ea', 'english-dominant'), 1), (('ad', 'english-dominant'), 1), (('if', 'neutral'), 1), (('fa', 'neutral'), 1)]"
hon so much wobler a hignre than frmer lisbriau,now so much nobler a figure than former historians,"[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 12, 13, 12, 13), ('replace', 21, 22, 21, 22), ('replace', 24, 25, 24, 25), ('insert', 34, 34, 34, 35), ('replace', 39, 40, 40, 41), ('replace', 42, 43, 43, 45), ('replace', 46, 47, 48, 50)]","[(('no', 'english-dominant'), 2), (('ow', 'english-dominant'), 1), (('fi', 'neutral'), 1), (('gu', 'neutral'), 1), (('ur', 'neutral'), 1), (('fo', 'english-dominant'), 1), (('is', 'neutral'), 1), (('st', 'neutral'), 1), (('ri', 'neutral'), 1), (('ia', 'neutral'), 1)]"
more Phan a fantasy: Thanks to the geoeid,more than a fantasy . Thanks to the good,"[('replace', 5, 6, 5, 6), ('replace', 19, 20, 19, 21), ('delete', 36, 37, 37, 37), ('replace', 38, 40, 38, 39)]","[(('th', 'english-dominant'), 1), (('go', 'english-dominant'), 1), (('oo', 'english-dominant'), 1), (('od', 'neutral'), 1)]"
tet us coRsider first what would,Let us consider first what would,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10)]","[(('on', 'neutral'), 1), (('ns', 'neutral'), 1)]"
-ElsEA PHilosopHlEn Din iN DETueNn,CHELSEA PHILOSOPHER DID IN RETURN,"[('replace', 0, 1, 0, 2), ('replace', 2, 4, 3, 5), ('replace', 9, 15, 10, 16), ('delete', 16, 17, 17, 17), ('replace', 18, 19, 18, 19), ('replace', 21, 23, 21, 23), ('replace', 24, 25, 24, 25), ('replace', 27, 28, 27, 28), ('replace', 30, 32, 30, 32), ('delete', 33, 34, 33, 33)]",[]
dusk was setling wer Daus labe and,dusk was settling over Dow's Lake and,"[('insert', 12, 12, 12, 13), ('replace', 17, 18, 18, 20), ('replace', 22, 24, 24, 27), ('replace', 26, 27, 29, 30), ('replace', 28, 29, 31, 32)]","[(('tt', 'neutral'), 1)]"
immediale confurien hude Ahu lat Ner/ Nu,immediate confusion hides the fact that the,"[('replace', 7, 8, 7, 8), ('replace', 15, 16, 15, 16), ('replace', 17, 18, 17, 18), ('replace', 21, 22, 21, 22), ('insert', 24, 24, 24, 25), ('replace', 25, 26, 26, 27), ('replace', 27, 28, 28, 29), ('replace', 29, 30, 30, 37), ('replace', 33, 34, 40, 42), ('delete', 35, 40, 43, 43)]","[(('at', 'neutral'), 2), (('te', 'neutral'), 1), (('us', 'neutral'), 1), (('si', 'neutral'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('id', 'neutral'), 1), (('es', 'neutral'), 1), (('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('ct', 'english-dominant'), 1), (('ha', 'neutral'), 1)]"
He mind it 30 Vonzn iaer or Ahumzell.,"of the mind is no longer feared or shunned ,","[('replace', 0, 1, 0, 5), ('replace', 9, 10, 13, 14), ('replace', 11, 13, 15, 17), ('replace', 14, 15, 18, 19), ('replace', 17, 22, 21, 22), ('insert', 24, 24, 24, 31), ('replace', 28, 29, 35, 36), ('replace', 31, 33, 38, 40), ('replace', 34, 37, 41, 44)]","[(('of', 'english-dominant'), 1), (('in', 'neutral'), 1), (('nd', 'neutral'), 1), (('is', 'neutral'), 1), (('lo', 'english-dominant'), 1), (('on', 'neutral'), 1), (('ng', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('ar', 'neutral'), 1), (('re', 'neutral'), 1), (('or', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('hu', 'neutral'), 1)]"
"palrt und putfrig, hut da","patient and persevering , ' but he","[('replace', 2, 4, 2, 6), ('replace', 6, 7, 8, 9), ('replace', 11, 14, 13, 19), ('insert', 16, 16, 21, 22), ('insert', 17, 17, 23, 24), ('replace', 19, 20, 26, 29), ('replace', 23, 25, 32, 34)]","[(('at', 'neutral'), 1), (('ti', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('pe', 'neutral'), 1), (('er', 'neutral'), 2), (('se', 'neutral'), 1), (('ev', 'neutral'), 1), (('ri', 'neutral'), 1)]"
Da wkom He inder dedined hom 9e to sf Tall 27,for whom the index declined from 91 to 88 . Table 27,"[('replace', 0, 2, 0, 3), ('replace', 4, 5, 5, 6), ('replace', 8, 9, 9, 11), ('replace', 15, 16, 17, 18), ('replace', 19, 20, 21, 23), ('replace', 25, 26, 28, 30), ('replace', 30, 31, 34, 35), ('replace', 35, 37, 39, 43), ('insert', 40, 40, 46, 47), ('replace', 41, 42, 48, 49)]","[(('fo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('nd', 'neutral'), 1), (('de', 'german-dominant'), 2), (('ne', 'neutral'), 1), (('ed', 'neutral'), 1), (('ro', 'neutral'), 1), (('om', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
Comially grotenguei they wene not,comically grotesque ; they were not,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('replace', 14, 16, 15, 17), ('replace', 18, 19, 19, 21), ('replace', 27, 28, 29, 30)]","[(('co', 'english-dominant'), 1), (('ic', 'neutral'), 1), (('te', 'neutral'), 1), (('es', 'neutral'), 1), (('sq', 'english-dominant'), 1), (('ue', 'neutral'), 1), (('we', 'neutral'), 1)]"
"also be aranged inko a design, and the","also be arranged into a design , and the","[('insert', 10, 10, 10, 11), ('replace', 18, 19, 19, 20), ('insert', 29, 29, 30, 31)]","[(('rr', 'neutral'), 1), (('in', 'neutral'), 1), (('nt', 'neutral'), 1), (('gn', 'neutral'), 1)]"
"Nies Deloney h Hhe script, and Hhzgreat","Miss Delaney of the script , and the great","[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 8, 9, 8, 9), ('replace', 13, 14, 13, 15), ('replace', 15, 16, 16, 17), ('insert', 25, 25, 26, 27), ('replace', 31, 32, 33, 34), ('replace', 33, 34, 35, 37)]","[(('is', 'neutral'), 1), (('ss', 'neutral'), 1), (('la', 'neutral'), 1), (('an', 'neutral'), 1), (('of', 'english-dominant'), 1), (('pt', 'neutral'), 1), (('nd', 'neutral'), 1), (('th', 'english-dominant'), 1)]"
"Aher - in - dau, Ahe diplomatisrt tord Pou-","ther-in-law , the diplomatist Lord Pon-","[('replace', 0, 1, 0, 1), ('delete', 4, 5, 4, 4), ('delete', 6, 7, 5, 5), ('insert', 9, 9, 7, 11), ('delete', 10, 15, 12, 12), ('replace', 17, 18, 14, 15), ('delete', 31, 32, 28, 28), ('replace', 34, 35, 30, 31), ('replace', 41, 42, 37, 38)]","[(('th', 'english-dominant'), 2), (('in', 'neutral'), 1), (('la', 'neutral'), 1), (('aw', 'english-dominant'), 1), (('or', 'neutral'), 1)]"
De demontrafen sit daun or mot wa,the demonstrators sit down or not - was,"[('replace', 0, 1, 0, 2), ('insert', 8, 8, 9, 10), ('replace', 11, 14, 13, 17), ('replace', 20, 22, 23, 25), ('replace', 27, 28, 30, 31), ('insert', 31, 31, 34, 36), ('insert', 33, 33, 38, 39)]","[(('th', 'english-dominant'), 1), (('on', 'neutral'), 1), (('tr', 'neutral'), 1), (('ra', 'neutral'), 1), (('at', 'neutral'), 1), (('to', 'english-dominant'), 1), (('it', 'neutral'), 1), (('or', 'neutral'), 1), (('no', 'english-dominant'), 1)]"
you haue become profivient in these,you have become proficient in these,"[('replace', 6, 7, 6, 7), ('replace', 21, 22, 21, 22)]","[(('av', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('ic', 'neutral'), 1), (('ci', 'english-dominant'), 1)]"
"DEsP, sEo THEM. THE CoMMoNs wERE",DESPISED THEM . THE COMMONS WERE,"[('replace', 2, 3, 2, 3), ('replace', 4, 7, 4, 6), ('replace', 8, 9, 7, 8), ('insert', 14, 14, 13, 14), ('replace', 21, 22, 21, 22), ('replace', 24, 25, 24, 25), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29)]",[]
give me a ning at this mumber and II,give me a ring at this number and I 'll,"[('replace', 10, 11, 10, 11), ('replace', 23, 24, 23, 24), ('replace', 35, 36, 35, 39)]","[(('ri', 'neutral'), 1), (('nu', 'german-dominant'), 1)]"
More importont ewiedence came from a,More important evidence came from a,"[('replace', 11, 12, 11, 12), ('replace', 16, 17, 16, 17), ('delete', 18, 19, 18, 18)]","[(('ta', 'neutral'), 1), (('an', 'neutral'), 1), (('ev', 'neutral'), 1), (('vi', 'neutral'), 1), (('id', 'neutral'), 1), (('de', 'german-dominant'), 1)]"
"for herself, we would be altogether clearer",for herself ; we would be altogether clearer,"[('replace', 11, 12, 11, 13)]",[]
