prediction,ground_truth,diff_ops,error_ngrams
Comially grotenguei they wene not,comically grotesque ; they were not,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('replace', 14, 16, 15, 17), ('replace', 18, 19, 19, 21), ('replace', 27, 28, 29, 30)]","[(('com', 'english-dominant'), 1), (('mic', 'english-dominant'), 1), (('ica', 'english-dominant'), 1), (('ote', 'neutral'), 1), (('tes', 'neutral'), 1), (('esq', 'english-dominant'), 1), (('squ', 'english-dominant'), 1), (('que', 'neutral'), 1), (('wer', 'neutral'), 1)]"
"also be aranged inko a design, and the","also be arranged into a design , and the","[('insert', 10, 10, 10, 11), ('replace', 18, 19, 19, 20), ('insert', 29, 29, 30, 31)]","[(('arr', 'english-dominant'), 1), (('rra', 'neutral'), 1), (('int', 'neutral'), 1), (('nto', 'english-dominant'), 1), (('ign', 'neutral'), 1)]"
"Nies Deloney h Hhe script, and Hhzgreat","Miss Delaney of the script , and the great","[('replace', 0, 1, 0, 1), ('replace', 2, 3, 2, 3), ('replace', 8, 9, 8, 9), ('replace', 13, 14, 13, 15), ('replace', 15, 16, 16, 17), ('insert', 25, 25, 26, 27), ('replace', 31, 32, 33, 34), ('replace', 33, 34, 35, 37)]","[(('iss', 'neutral'), 1), (('ela', 'neutral'), 1), (('lan', 'neutral'), 1), (('ane', 'neutral'), 1), (('ipt', 'neutral'), 1), (('and', 'neutral'), 1), (('the', 'english-dominant'), 1)]"
"Aher - in - dau, Ahe diplomatisrt tord Pou-","ther-in-law , the diplomatist Lord Pon-","[('replace', 0, 1, 0, 1), ('delete', 4, 5, 4, 4), ('delete', 6, 7, 5, 5), ('insert', 9, 9, 7, 11), ('delete', 10, 15, 12, 12), ('replace', 17, 18, 14, 15), ('delete', 31, 32, 28, 28), ('replace', 34, 35, 30, 31), ('replace', 41, 42, 37, 38)]","[(('the', 'english-dominant'), 2), (('law', 'english-dominant'), 2), (('ord', 'neutral'), 1)]"
De demontrafen sit daun or mot wa,the demonstrators sit down or not - was,"[('replace', 0, 1, 0, 2), ('insert', 8, 8, 9, 10), ('replace', 11, 14, 13, 17), ('replace', 20, 22, 23, 25), ('replace', 27, 28, 30, 31), ('insert', 31, 31, 34, 36), ('insert', 33, 33, 38, 39)]","[(('the', 'english-dominant'), 1), (('mon', 'english-dominant'), 1), (('ons', 'neutral'), 1), (('str', 'neutral'), 1), (('tra', 'neutral'), 1), (('rat', 'neutral'), 1), (('ato', 'english-dominant'), 1), (('tor', 'neutral'), 1), (('sit', 'neutral'), 1), (('not', 'english-dominant'), 1)]"
you haue become profivient in these,you have become proficient in these,"[('replace', 6, 7, 6, 7), ('replace', 21, 22, 21, 22)]","[(('hav', 'english-dominant'), 1), (('ave', 'english-dominant'), 1), (('fic', 'english-dominant'), 1), (('ici', 'english-dominant'), 1), (('cie', 'english-dominant'), 1)]"
"DEsP, sEo THEM. THE CoMMoNs wERE",DESPISED THEM . THE COMMONS WERE,"[('replace', 2, 3, 2, 3), ('replace', 4, 7, 4, 6), ('replace', 8, 9, 7, 8), ('insert', 14, 14, 13, 14), ('replace', 21, 22, 21, 22), ('replace', 24, 25, 24, 25), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29)]",[]
give me a ning at this mumber and II,give me a ring at this number and I 'll,"[('replace', 10, 11, 10, 11), ('replace', 23, 24, 23, 24), ('replace', 35, 36, 35, 39)]","[(('rin', 'neutral'), 1), (('num', 'neutral'), 1)]"
More importont ewiedence came from a,More important evidence came from a,"[('replace', 11, 12, 11, 12), ('replace', 16, 17, 16, 17), ('delete', 18, 19, 18, 18)]","[(('rta', 'neutral'), 1), (('tan', 'neutral'), 1), (('ant', 'neutral'), 1), (('evi', 'english-dominant'), 1), (('vid', 'neutral'), 2), (('ide', 'neutral'), 1), (('den', 'german-dominant'), 1)]"
"for herself, we would be altogether clearer",for herself ; we would be altogether clearer,"[('replace', 11, 12, 11, 13)]",[]
ir going to tn to make a laudig on the,is going to try to make a landing on the,"[('replace', 1, 2, 1, 2), ('replace', 13, 14, 13, 15), ('replace', 27, 28, 28, 29), ('insert', 30, 30, 31, 32)]","[(('try', 'english-dominant'), 1), (('lan', 'neutral'), 1), (('and', 'neutral'), 1), (('ndi', 'neutral'), 1), (('din', 'neutral'), 1)]"
"famaus Portmaick hostelrug, and ally in histerie","famous Portsmouth hostelry , second only in historic","[('replace', 3, 4, 3, 4), ('insert', 11, 11, 11, 12), ('replace', 12, 16, 13, 17), ('replace', 24, 26, 25, 27), ('replace', 28, 29, 29, 33), ('replace', 32, 34, 36, 38), ('replace', 44, 45, 48, 49), ('replace', 47, 48, 51, 52)]","[(('amo', 'english-dominant'), 1), (('mou', 'english-dominant'), 2), (('ous', 'english-dominant'), 1), (('rts', 'neutral'), 1), (('tsm', 'neutral'), 2), (('smo', 'english-dominant'), 1), (('out', 'english-dominant'), 1), (('uth', 'english-dominant'), 1), (('elr', 'neutral'), 1), (('lry', 'english-dominant'), 1), (('eco', 'english-dominant'), 1), (('con', 'english-dominant'), 1), (('ond', 'neutral'), 1), (('his', 'english-dominant'), 1), (('ist', 'neutral'), 1), (('sto', 'english-dominant'), 1), (('tor', 'neutral'), 1)]"
fräeut.,efficient .,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 6), ('replace', 4, 5, 7, 8), ('insert', 6, 6, 9, 10)]","[(('eff', 'neutral'), 1), (('ffi', 'english-dominant'), 1), (('fic', 'english-dominant'), 2), (('ici', 'english-dominant'), 1), (('cie', 'english-dominant'), 2), (('ien', 'neutral'), 1)]"
das in Wanknigtem lest welct. A tig,due in Washington next week . A big,"[('replace', 1, 3, 1, 3), ('insert', 9, 9, 9, 12), ('delete', 10, 13, 13, 13), ('insert', 15, 15, 15, 19), ('replace', 16, 21, 20, 21), ('replace', 25, 28, 25, 28), ('replace', 32, 33, 32, 33)]","[(('due', 'neutral'), 1), (('ash', 'english-dominant'), 2), (('shi', 'english-dominant'), 1), (('hin', 'neutral'), 1), (('ing', 'english-dominant'), 1), (('ngt', 'english-dominant'), 1), (('gto', 'english-dominant'), 1), (('ton', 'english-dominant'), 2), (('nex', 'neutral'), 1), (('ext', 'neutral'), 1), (('wee', 'english-dominant'), 1), (('eek', 'english-dominant'), 1), (('big', 'neutral'), 1)]"
ambition.,ambition .,"[('insert', 8, 8, 8, 9)]",[]
For mang Gearsmg union had to prozent ib wars.,For many years my union had to present its views,"[('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 10), ('insert', 14, 14, 14, 15), ('replace', 15, 16, 16, 17), ('replace', 32, 34, 33, 35), ('replace', 39, 40, 40, 42), ('insert', 41, 41, 43, 46), ('delete', 42, 44, 47, 47), ('delete', 45, 46, 48, 48)]","[(('any', 'english-dominant'), 1), (('yea', 'english-dominant'), 1), (('pre', 'english-dominant'), 1), (('res', 'neutral'), 1), (('ese', 'neutral'), 1), (('its', 'neutral'), 2), (('vie', 'german-dominant'), 2), (('iew', 'german-dominant'), 1), (('ews', 'english-dominant'), 1)]"
uombat Pargete. The thug collzpsed mith a whistling,combat targets . The thug collapsed with a whistling,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('replace', 13, 14, 13, 15), ('replace', 29, 30, 30, 31), ('replace', 35, 36, 36, 37)]","[(('com', 'english-dominant'), 1), (('tar', 'neutral'), 1), (('ets', 'neutral'), 1), (('oll', 'neutral'), 1), (('lla', 'english-dominant'), 1), (('lap', 'english-dominant'), 1)]"
Ahronghout. 8e had mo noner heusd from Comnt Gunnha,throughout . He had no sooner heard from Count Gamba,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('insert', 10, 10, 10, 11), ('replace', 12, 13, 13, 14), ('replace', 19, 20, 20, 21), ('replace', 22, 23, 23, 25), ('replace', 30, 32, 32, 34), ('replace', 41, 42, 43, 44), ('delete', 46, 50, 48, 48), ('insert', 51, 51, 49, 52)]","[(('thr', 'english-dominant'), 1), (('rou', 'english-dominant'), 1), (('oug', 'english-dominant'), 1), (('ugh', 'english-dominant'), 1), (('hea', 'english-dominant'), 1), (('ear', 'english-dominant'), 1), (('amb', 'english-dominant'), 1), (('mba', 'neutral'), 2)]"
Ke had neen no sign of an aident.,He had seen no sign of an accident .,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('insert', 27, 27, 27, 29), ('insert', 32, 32, 34, 35)]","[(('see', 'neutral'), 1), (('acc', 'english-dominant'), 1), (('den', 'german-dominant'), 1), (('ent', 'neutral'), 1)]"
disüipdes amung unorthodox medical men in tke,disciples among unorthodox medical men in the,"[('replace', 3, 4, 3, 4), ('replace', 6, 7, 6, 7), ('replace', 12, 13, 12, 13), ('replace', 43, 44, 43, 44)]","[(('isc', 'german-dominant'), 1), (('sci', 'english-dominant'), 1), (('cip', 'english-dominant'), 1), (('ipl', 'english-dominant'), 1), (('ple', 'english-dominant'), 1), (('les', 'neutral'), 1), (('amo', 'english-dominant'), 1), (('mon', 'english-dominant'), 1), (('ong', 'english-dominant'), 1), (('the', 'english-dominant'), 1)]"
"alwags usd brass schaus, Which are more expensive. The Srst.","always used brass screws , which are more expensive . The first","[('replace', 4, 5, 4, 5), ('insert', 9, 9, 9, 10), ('replace', 19, 22, 20, 23), ('insert', 23, 23, 24, 25), ('replace', 25, 26, 27, 28), ('insert', 49, 49, 51, 52), ('replace', 55, 56, 58, 60), ('delete', 59, 60, 63, 63)]","[(('way', 'english-dominant'), 1), (('ays', 'english-dominant'), 1), (('use', 'english-dominant'), 1), (('sed', 'english-dominant'), 1), (('scr', 'english-dominant'), 1), (('cre', 'english-dominant'), 1), (('rew', 'english-dominant'), 1), (('ews', 'english-dominant'), 2), (('siv', 'neutral'), 1), (('ive', 'neutral'), 1), (('fir', 'english-dominant'), 1), (('irs', 'english-dominant'), 1)]"
among BziTaim 's maro2 imdusinies.,among Britain's major industries .,"[('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 10), ('replace', 12, 14, 12, 13), ('insert', 19, 19, 18, 20), ('delete', 20, 22, 21, 21), ('replace', 24, 25, 23, 24), ('replace', 28, 30, 27, 29), ('insert', 33, 33, 32, 33)]","[(('rit', 'neutral'), 2), (('ita', 'neutral'), 1), (('tai', 'english-dominant'), 1), (('ain', 'english-dominant'), 1), (('ajo', 'english-dominant'), 1), (('jor', 'english-dominant'), 2), (('ind', 'neutral'), 1), (('ndu', 'neutral'), 1), (('dus', 'neutral'), 1), (('str', 'neutral'), 1), (('tri', 'neutral'), 1), (('rie', 'neutral'), 1), (('ies', 'neutral'), 1)]"
Dversew crochet ko he dc. A household word,"Oversew crochet to the dc. A household word ,","[('replace', 0, 1, 0, 1), ('replace', 16, 17, 16, 17), ('insert', 19, 19, 19, 20), ('insert', 42, 42, 43, 45)]","[(('ord', 'neutral'), 1)]"
mot deng failitres to matiaus to whuch it wes,not deny facilities to nations to which it was,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('insert', 11, 11, 11, 12), ('replace', 15, 16, 16, 17), ('replace', 22, 23, 23, 24), ('replace', 26, 28, 27, 29), ('replace', 35, 36, 36, 37), ('replace', 43, 44, 44, 45)]","[(('not', 'english-dominant'), 1), (('eny', 'english-dominant'), 1), (('fac', 'neutral'), 1), (('aci', 'english-dominant'), 1), (('lit', 'neutral'), 1), (('iti', 'neutral'), 1), (('tie', 'neutral'), 1), (('ati', 'neutral'), 1), (('tio', 'neutral'), 1), (('ion', 'neutral'), 1), (('ons', 'neutral'), 1), (('whi', 'english-dominant'), 1), (('hic', 'english-dominant'), 1), (('was', 'english-dominant'), 1)]"
at kenagers eorn ko unch and spend it all,that teenagers earn too much and spend it all,"[('insert', 0, 0, 0, 2), ('replace', 3, 4, 5, 7), ('replace', 13, 14, 16, 17), ('replace', 17, 18, 20, 22), ('insert', 20, 20, 24, 25), ('delete', 21, 22, 26, 26)]","[(('hat', 'english-dominant'), 1), (('ers', 'neutral'), 1), (('ear', 'english-dominant'), 1), (('arn', 'neutral'), 1), (('too', 'english-dominant'), 1)]"
Mart is unable to smell (her sense,Mart is unable to smell ( her sense,"[('insert', 25, 25, 25, 26)]",[]
"When the sailing scason was past, he seut Peari back tu","When the sailing season was past , he sent Pearl back to","[('replace', 18, 19, 18, 19), ('insert', 32, 32, 32, 33), ('replace', 39, 40, 40, 41), ('replace', 46, 47, 47, 48), ('replace', 54, 55, 55, 56)]","[(('sea', 'english-dominant'), 1), (('eas', 'english-dominant'), 1), (('sen', 'german-dominant'), 1), (('ent', 'neutral'), 1), (('ear', 'english-dominant'), 1), (('arl', 'english-dominant'), 1)]"
had formerIy been relvctant to approve the,had formerly been reluctant to approve the,"[('replace', 10, 11, 10, 11), ('replace', 21, 22, 21, 22)]","[(('erl', 'german-dominant'), 1), (('rly', 'english-dominant'), 1), (('elu', 'neutral'), 1), (('luc', 'neutral'), 1), (('uct', 'english-dominant'), 1)]"
"Mind is at hand ! "" He turned beaming eyes","Mind is at hand ! "" He turned beaming eyes",[],[]
roasted au the paint of a spear are definitely,roasted on the point of a spear are definitely,"[('replace', 8, 10, 8, 10), ('replace', 16, 17, 16, 17)]","[(('poi', 'english-dominant'), 1), (('oin', 'english-dominant'), 1)]"
The Nazi foxtress concept hurned ort to be kothing,The Nazi fortress concept turned out to be nothing,"[('replace', 11, 12, 11, 12), ('replace', 26, 27, 26, 27), ('replace', 34, 35, 34, 35), ('replace', 43, 44, 43, 44)]","[(('for', 'english-dominant'), 1), (('ort', 'neutral'), 1), (('rtr', 'german-dominant'), 1), (('tur', 'neutral'), 1), (('out', 'english-dominant'), 1), (('not', 'english-dominant'), 1)]"
which are to be atached to the linen Remove cnoschet.,which are to be attached to the linen . Remove crochet .,"[('insert', 17, 17, 17, 18), ('insert', 37, 37, 38, 40), ('replace', 45, 46, 48, 49), ('delete', 47, 48, 50, 50), ('insert', 52, 52, 54, 55)]","[(('att', 'english-dominant'), 1), (('ove', 'english-dominant'), 1), (('cro', 'english-dominant'), 1), (('che', 'german-dominant'), 1), (('het', 'english-dominant'), 1)]"
Gussins bos thongkt he san yan af the Joad of Troisle.,Gubbins boy thought he saw you at the Load of Trouble .,"[('replace', 2, 4, 2, 4), ('replace', 10, 11, 10, 11), ('replace', 15, 16, 15, 16), ('replace', 17, 18, 17, 18), ('replace', 25, 26, 25, 26), ('replace', 28, 30, 28, 30), ('replace', 32, 33, 32, 33), ('replace', 38, 39, 38, 39), ('replace', 49, 51, 49, 51), ('insert', 53, 53, 53, 54)]","[(('ubb', 'english-dominant'), 1), (('bbi', 'neutral'), 1), (('bin', 'neutral'), 1), (('boy', 'english-dominant'), 1), (('hou', 'english-dominant'), 1), (('oug', 'english-dominant'), 1), (('ugh', 'english-dominant'), 2), (('ght', 'english-dominant'), 1), (('saw', 'english-dominant'), 1), (('you', 'english-dominant'), 1), (('rou', 'english-dominant'), 1), (('oub', 'english-dominant'), 1), (('ubl', 'english-dominant'), 1), (('ble', 'neutral'), 1)]"
sometimes; and the high swimming,"sometimes ; and the high swimming ,","[('insert', 9, 9, 9, 10), ('insert', 32, 32, 33, 35)]","[(('ing', 'english-dominant'), 1)]"
"doctor who uad ptdied nder its fander, the aged","doctor who had studied under its founder , the aged","[('replace', 11, 12, 11, 12), ('replace', 15, 16, 15, 16), ('insert', 17, 17, 17, 18), ('insert', 22, 22, 23, 24), ('replace', 32, 33, 34, 36), ('insert', 37, 37, 40, 41)]","[(('had', 'english-dominant'), 1), (('stu', 'german-dominant'), 2), (('tud', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('nde', 'german-dominant'), 1)]"
intene realium in the Mituation. a goung,intense realism in the situation . A young,"[('insert', 5, 5, 5, 6), ('replace', 12, 13, 13, 14), ('replace', 22, 23, 23, 24), ('insert', 31, 31, 32, 33), ('replace', 33, 34, 35, 36), ('replace', 35, 36, 37, 38)]","[(('ens', 'german-dominant'), 1), (('nse', 'neutral'), 1), (('ali', 'neutral'), 1), (('lis', 'neutral'), 1), (('ism', 'neutral'), 1), (('ion', 'neutral'), 1)]"
Eo neullon Hast bu shanld pes + hop,"to Macmillan that he should press , I hope","[('replace', 0, 1, 0, 1), ('replace', 3, 6, 3, 8), ('replace', 8, 9, 10, 11), ('replace', 11, 12, 13, 15), ('delete', 13, 14, 16, 16), ('replace', 16, 18, 18, 20), ('replace', 21, 23, 23, 25), ('insert', 27, 27, 29, 30), ('insert', 29, 29, 32, 33), ('replace', 30, 31, 34, 37), ('insert', 35, 35, 41, 42)]","[(('acm', 'english-dominant'), 1), (('cmi', 'english-dominant'), 1), (('mil', 'neutral'), 1), (('ill', 'english-dominant'), 1), (('lla', 'english-dominant'), 1), (('lan', 'neutral'), 1), (('tha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('sho', 'english-dominant'), 1), (('hou', 'english-dominant'), 1), (('pre', 'english-dominant'), 2), (('res', 'neutral'), 1), (('ess', 'neutral'), 1)]"
Mr. Hammarskold to Use force if necessary to,Mr. Hammarskjold to use force if necessary to,"[('insert', 12, 12, 12, 13), ('replace', 19, 20, 20, 21)]","[(('skj', 'english-dominant'), 1), (('kjo', 'english-dominant'), 1)]"
dispaerld to Fack. The nal gwfirn is,disposed to face . The real question is,"[('replace', 4, 5, 4, 6), ('delete', 6, 8, 7, 7), ('replace', 13, 14, 12, 13), ('replace', 16, 17, 15, 17), ('replace', 23, 24, 23, 25), ('replace', 27, 30, 28, 33), ('replace', 31, 32, 34, 35)]","[(('spo', 'neutral'), 1), (('pos', 'neutral'), 1), (('ose', 'english-dominant'), 2), (('sed', 'english-dominant'), 1), (('fac', 'neutral'), 1), (('ace', 'english-dominant'), 1), (('rea', 'english-dominant'), 1), (('que', 'neutral'), 1), (('ues', 'neutral'), 2), (('est', 'neutral'), 1), (('sti', 'neutral'), 1)]"
he has not one word of Enolich. Johule he zas wiling Min,he has not one word of English . ' While he was writing this,"[('replace', 25, 26, 25, 26), ('replace', 28, 29, 28, 29), ('insert', 30, 30, 30, 31), ('replace', 32, 34, 33, 36), ('replace', 35, 36, 37, 38), ('replace', 42, 43, 44, 45), ('insert', 47, 47, 49, 50), ('replace', 48, 49, 51, 52), ('replace', 53, 54, 56, 58), ('replace', 55, 56, 59, 60)]","[(('ngl', 'neutral'), 1), (('gli', 'german-dominant'), 1), (('lis', 'neutral'), 1), (('ish', 'english-dominant'), 1), (('wri', 'english-dominant'), 1), (('tin', 'neutral'), 1), (('ing', 'english-dominant'), 1)]"
"be Fold artlur, to fid tlin plue agree","he told Arthur , ' to find this place agree","[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 4), ('replace', 8, 9, 8, 9), ('replace', 11, 12, 11, 12), ('insert', 14, 14, 14, 15), ('insert', 15, 15, 16, 18), ('insert', 21, 21, 24, 25), ('replace', 24, 25, 28, 29), ('replace', 26, 27, 30, 31), ('replace', 30, 31, 34, 36)]","[(('tol', 'english-dominant'), 1), (('rth', 'english-dominant'), 1), (('thu', 'english-dominant'), 1), (('hur', 'english-dominant'), 1), (('fin', 'neutral'), 1), (('ind', 'neutral'), 1), (('his', 'english-dominant'), 1)]"
portponed demancdinux Ahe tarx Mntil her finameial year,postponed demanding the tax until her financial year,"[('replace', 2, 3, 2, 3), ('delete', 15, 16, 15, 15), ('replace', 19, 21, 18, 19), ('replace', 22, 23, 20, 21), ('delete', 28, 29, 26, 26), ('replace', 31, 32, 28, 29), ('replace', 45, 47, 42, 44)]","[(('pos', 'neutral'), 1), (('ost', 'neutral'), 1), (('stp', 'neutral'), 1), (('and', 'neutral'), 1), (('ndi', 'neutral'), 1), (('din', 'neutral'), 1), (('the', 'english-dominant'), 2), (('unt', 'neutral'), 1), (('nti', 'neutral'), 1), (('til', 'english-dominant'), 1), (('cia', 'english-dominant'), 1), (('ial', 'neutral'), 1)]"
was a morality on thie not unfamiliar Heme o,was a morality on the not unfamiliar theme of,"[('delete', 20, 21, 20, 20), ('replace', 38, 39, 37, 39), ('insert', 44, 44, 44, 45)]","[(('the', 'english-dominant'), 2), (('hem', 'english-dominant'), 1)]"
"Hheir kluter, Ahey let wang a hig fich Akreugh the","their bluster , they let many a big fish through the","[('replace', 0, 1, 0, 1), ('replace', 6, 7, 6, 7), ('insert', 9, 9, 9, 10), ('insert', 12, 12, 13, 14), ('replace', 14, 15, 16, 17), ('replace', 23, 24, 25, 26), ('replace', 26, 27, 28, 29), ('replace', 30, 31, 32, 33), ('replace', 36, 37, 38, 39), ('replace', 39, 41, 41, 43), ('replace', 42, 43, 44, 45)]","[(('the', 'english-dominant'), 1), (('blu', 'neutral'), 1), (('lus', 'german-dominant'), 1), (('ust', 'neutral'), 1), (('ter', 'neutral'), 1), (('let', 'english-dominant'), 1), (('man', 'neutral'), 1), (('any', 'english-dominant'), 1), (('fis', 'neutral'), 1), (('ish', 'english-dominant'), 1), (('thr', 'english-dominant'), 1), (('hro', 'neutral'), 1)]"
underwoter filIms suggeist that the,Underwater films suggest that the,"[('replace', 0, 1, 0, 1), ('replace', 6, 7, 6, 7), ('delete', 14, 15, 14, 14), ('delete', 23, 24, 22, 22)]","[(('rwa', 'neutral'), 1), (('wat', 'english-dominant'), 1), (('ate', 'neutral'), 1), (('ilm', 'neutral'), 1), (('lms', 'english-dominant'), 1), (('est', 'neutral'), 1)]"
wauld priefer to put our hopes far eartluly justicl im,would prefer to put our hopes for earthly justice in,"[('replace', 1, 2, 1, 2), ('delete', 8, 9, 8, 8), ('replace', 32, 33, 31, 32), ('replace', 39, 41, 38, 39), ('replace', 50, 51, 48, 49), ('replace', 53, 54, 51, 52)]","[(('wou', 'english-dominant'), 1), (('oul', 'english-dominant'), 1), (('pre', 'english-dominant'), 1), (('ref', 'neutral'), 1), (('efe', 'neutral'), 1), (('for', 'english-dominant'), 1), (('thl', 'english-dominant'), 1), (('hly', 'english-dominant'), 1)]"
"flickered acron it eurface, but Ahere ozer","flickered across its surface , but there was","[('replace', 14, 15, 14, 16), ('insert', 18, 18, 19, 20), ('replace', 19, 20, 21, 22), ('insert', 26, 26, 28, 29), ('replace', 32, 33, 35, 36), ('replace', 38, 42, 41, 44)]","[(('ros', 'english-dominant'), 1), (('oss', 'neutral'), 1), (('its', 'neutral'), 2), (('fac', 'neutral'), 1), (('ace', 'english-dominant'), 1), (('but', 'english-dominant'), 1), (('her', 'neutral'), 1), (('ere', 'neutral'), 1), (('was', 'english-dominant'), 1)]"
"film s0 virdly to life. tn Fanng, wlich also","film so vividly to life . In Fanny , which also","[('replace', 6, 7, 6, 7), ('replace', 10, 11, 10, 12), ('insert', 22, 22, 23, 24), ('replace', 24, 25, 26, 27), ('replace', 31, 32, 33, 35), ('replace', 35, 36, 38, 39)]","[(('viv', 'english-dominant'), 1), (('ivi', 'neutral'), 1), (('vid', 'neutral'), 1), (('ife', 'english-dominant'), 1), (('ann', 'neutral'), 1), (('nny', 'english-dominant'), 1)]"
deep fnendship which F Laue taben wilh me throgh,deep friendship which I have taken with me through,"[('replace', 6, 7, 6, 8), ('replace', 21, 22, 22, 23), ('replace', 23, 24, 24, 25), ('replace', 25, 26, 26, 27), ('replace', 30, 31, 31, 32), ('replace', 36, 37, 37, 38), ('insert', 46, 46, 47, 48)]","[(('fri', 'neutral'), 1), (('rie', 'neutral'), 1), (('hav', 'english-dominant'), 1), (('ave', 'english-dominant'), 1), (('tak', 'english-dominant'), 1), (('ake', 'english-dominant'), 1), (('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1), (('hro', 'neutral'), 1), (('rou', 'english-dominant'), 1)]"
gilio me ane of wis grange Todes. Thenne,giving me one of his strange looks . Then he,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 6), ('replace', 9, 10, 10, 11), ('replace', 16, 17, 17, 18), ('replace', 20, 21, 21, 23), ('replace', 27, 28, 29, 30), ('replace', 29, 31, 31, 33), ('insert', 32, 32, 34, 35), ('replace', 38, 39, 41, 43)]","[(('giv', 'english-dominant'), 1), (('ivi', 'neutral'), 1), (('vin', 'english-dominant'), 2), (('ing', 'english-dominant'), 1), (('nge', 'german-dominant'), 1), (('loo', 'english-dominant'), 1), (('ook', 'english-dominant'), 2), (('oks', 'english-dominant'), 1), (('hen', 'neutral'), 1)]"
"souby, Lad written to adwine Unglexen","sonby , had written to advise Anglesey","[('replace', 2, 3, 2, 3), ('insert', 5, 5, 5, 6), ('replace', 7, 8, 8, 9), ('replace', 24, 25, 25, 26), ('replace', 26, 27, 27, 28), ('replace', 29, 30, 30, 31), ('replace', 34, 35, 35, 36), ('replace', 36, 37, 37, 38)]","[(('son', 'neutral'), 1), (('onb', 'neutral'), 1), (('nby', 'english-dominant'), 1), (('adv', 'english-dominant'), 1), (('dvi', 'english-dominant'), 2), (('vis', 'neutral'), 1), (('ise', 'neutral'), 1), (('gle', 'neutral'), 1), (('les', 'neutral'), 1), (('ese', 'neutral'), 2), (('sey', 'english-dominant'), 1)]"
Wich slould Lead to progress toward a laos agreeuent at the,which should lead to progress toward a Laos agreement at the,"[('replace', 0, 1, 0, 2), ('replace', 6, 7, 7, 8), ('replace', 12, 13, 13, 14), ('replace', 38, 39, 39, 40), ('replace', 48, 49, 49, 50)]","[(('whi', 'english-dominant'), 1), (('sho', 'english-dominant'), 1), (('ree', 'english-dominant'), 1), (('eem', 'english-dominant'), 1), (('eme', 'neutral'), 1)]"
podiey ahch braught disauder in 1988.,policy which brought disaster in 1939 .,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 5), ('replace', 7, 8, 7, 8), ('insert', 9, 9, 9, 10), ('replace', 14, 15, 15, 16), ('replace', 24, 26, 25, 27), ('replace', 34, 36, 35, 38)]","[(('pol', 'neutral'), 1), (('oli', 'neutral'), 1), (('lic', 'german-dominant'), 2), (('icy', 'english-dominant'), 1), (('whi', 'english-dominant'), 2), (('hic', 'english-dominant'), 1), (('bro', 'english-dominant'), 1), (('rou', 'english-dominant'), 1), (('isa', 'english-dominant'), 1), (('sas', 'english-dominant'), 1), (('ast', 'english-dominant'), 1), (('ste', 'neutral'), 1)]"
version of twe text the Fortn Grospel is,version of the text the Fourth Gospel is,"[('replace', 12, 13, 12, 13), ('insert', 26, 26, 26, 27), ('replace', 28, 29, 29, 30), ('delete', 31, 32, 32, 32)]","[(('the', 'english-dominant'), 1), (('our', 'english-dominant'), 1), (('urt', 'neutral'), 1), (('rth', 'english-dominant'), 1)]"
Cross pieces and is made of 1/2 in. plywood,cross pieces and is made of 1/2 in. plywood,"[('replace', 0, 1, 0, 1)]","[(('cro', 'english-dominant'), 1)]"
porticularey as the troops ore veny fine.,particularly as the troops are very fine . ',"[('replace', 1, 2, 1, 2), ('replace', 10, 11, 10, 11), ('replace', 27, 28, 27, 28), ('replace', 33, 34, 33, 34), ('insert', 40, 40, 40, 41), ('insert', 41, 41, 42, 44)]","[(('par', 'neutral'), 1), (('art', 'neutral'), 1), (('arl', 'english-dominant'), 1), (('rly', 'english-dominant'), 1), (('are', 'english-dominant'), 1), (('ver', 'neutral'), 1), (('ery', 'english-dominant'), 1)]"
days.,days .,"[('insert', 4, 4, 4, 5)]",[]
tfo Auesican ausway .,to America anyway .,"[('delete', 1, 2, 1, 1), ('replace', 5, 6, 4, 5), ('replace', 7, 8, 6, 7), ('delete', 11, 12, 10, 10), ('replace', 14, 16, 12, 14)]","[(('mer', 'neutral'), 1), (('eri', 'neutral'), 2), (('ric', 'neutral'), 1), (('ica', 'english-dominant'), 1), (('any', 'english-dominant'), 1), (('nyw', 'english-dominant'), 1), (('ywa', 'english-dominant'), 1), (('way', 'english-dominant'), 1)]"
Wie great advantages to be derived from his,the great advantages to be derived from this,"[('replace', 0, 2, 0, 2), ('insert', 40, 40, 40, 41)]","[(('the', 'english-dominant'), 1)]"
